Direction,Date,Message
Received,"2025-10-02 04:05:55","Come to my arms please"
Received,"2025-10-02 04:06:07","This is what I need"
Received,"2025-10-02 04:06:20","Loved “I don’t think anyone has ever cared about me like …”"
Received,"2025-10-02 04:07:24","What are you doing? I hate that you’re up when I’m not lol like I want to be up with youuuuu "
Received,"2025-10-02 04:08:15","Or nearby while you do high shit luckily for you I sleep through anything literally "
Sent,"2025-10-02 04:08:27","I was writing the thing I told you I would do tonight"
Sent,"2025-10-02 04:08:36","And it turned into a multimedia project"
Received,"2025-10-02 04:08:49","I’m not surprised at this lol"
Sent,"2025-10-02 04:08:51","i wanted to put those screenshots interspersed in the letter"
Received,"2025-10-02 04:09:01",WOW
Sent,"2025-10-02 04:09:02","because it really is wild baby like"
Sent,"2025-10-02 04:09:06","We started talking "
Sent,"2025-10-02 04:09:17","And it was like we picked up on a conversation we had been having for years"
Received,"2025-10-02 04:09:27","Mmmmmm lol that is very true"
Sent,"2025-10-02 04:09:28",INSTANTLY
Received,"2025-10-02 04:09:37","I know 😂😂🫶🏼"
Sent,"2025-10-02 04:10:10","There was one night in particular that you were SUPER uncharacteristically open and vulnerable"
Received,"2025-10-02 04:10:20","Oh fuck"
Received,"2025-10-02 04:10:25","Uh oh"
Sent,"2025-10-02 04:10:29",??
Received,"2025-10-02 04:10:31","Emphasized “There was one night in particular that you were SU…”"
Sent,"2025-10-02 04:10:37","It was the sweetest stuff I’ve ever read"
Sent,"2025-10-02 04:10:43","what are you oh fucking about"
Received,"2025-10-02 04:10:58","Idk lol just being goofy smooch 😘 "
Received,"2025-10-02 04:11:10","What did I say?"
Received,"2025-10-02 04:11:30","I mean I already know bc it was truth but I’m curious"
Sent,"2025-10-02 04:12:02","￼"
Sent,"2025-10-02 04:12:08","It’s like 4 hours of this"
Received,"2025-10-02 04:12:44","🥹😫😫😫😫 vulnerable Kristin"
Sent,"2025-10-02 04:13:19","we knew each other for 5 days at this point. "
Sent,"2025-10-02 04:13:25","and I don’t say that as a bad thing "
Sent,"2025-10-02 04:13:39","if it's real, that's what you woud expect to happen "
Sent,"2025-10-02 04:14:00","i really did fall in love with you from the word og"
Sent,"2025-10-02 04:14:03",go**
Received,"2025-10-02 04:14:14","Lmao both valid I’m sure"
Sent,"2025-10-02 04:14:28","￼"
Sent,"2025-10-02 04:14:48","our relationship in a nutshell"
Received,"2025-10-02 04:14:51","Oh my God 😂😂😂😂😂"
Received,"2025-10-02 04:15:15","The mania so high"
Sent,"2025-10-02 04:15:16","i just love you so fucking much"
Sent,"2025-10-02 04:15:21","you don’t have any idea"
Received,"2025-10-02 04:15:24","I LOVE YOUUUUUUUUUU"
Sent,"2025-10-02 04:15:39","Little stoner girlfriend telling me to kill myself and shut the FUCK UP  "
Sent,"2025-10-02 04:15:44","literally all i"
Sent,"2025-10-02 04:15:55","i've ever wanted you're perfect and i cant believe you’re real"
Received,"2025-10-02 04:16:02","Bahahahaha stahhhhp "
Received,"2025-10-02 04:16:11","Loved “Little stoner girlfriend telling me to kill myself…”"
Received,"2025-10-02 04:16:43","I’m laughing out loud"
Received,"2025-10-02 04:18:04","No but really though I wish I was there so bad just with you when I sleep and wake up and there’s you doing .. idk what I will wake up to but I want to be near you so bad "
Sent,"2025-10-02 04:18:52","um do you really think if i had the choice to lay with you or do literally anything else that i would choose something other than be as close to you as possible"
Sent,"2025-10-02 04:19:22","I probably sound so stupid you’re giving me some like really basic human experiences that I’ve just never had  "
Received,"2025-10-02 04:20:21","I want you to kiss me on the forehead and then go do a line of coke and then play music and then make sure I’m breathing then wake me up when we get bombed and shit"
Received,"2025-10-02 04:21:09","￼"
Sent,"2025-10-02 04:21:23","lol "
Received,"2025-10-02 04:21:55","Just want to be next to yoUuuUuuu 🎶 "
Received,"2025-10-02 04:22:02","It’s my song idk"
Received,"2025-10-02 04:22:11","Oh wait"
Received,"2025-10-02 04:22:25","You’ll hate this"
Received,"2025-10-02 04:22:57",https://youtu.be/qV4QiRTpRi8
Sent,"2025-10-02 04:23:16","￼"
Received,"2025-10-02 04:23:18","It just arrived after 12 years cut me some slack "
Received,"2025-10-02 04:23:37","Loved an image"
Sent,"2025-10-02 04:24:41","yo i loves me some mike jones"
Sent,"2025-10-02 04:25:27","￼"
Sent,"2025-10-02 04:26:01","￼"
Received,"2025-10-02 04:26:12","Well just know I’m singing it like Mike when I sing it"
Received,"2025-10-02 04:26:24","Loved an image"
Sent,"2025-10-02 04:26:28","Just come sing to me forever "
Received,"2025-10-02 04:27:09","￼￼"
Received,"2025-10-02 04:28:30","￼"
Sent,"2025-10-02 04:29:08"," ￼first of all I am OBSESSED with this picture I fucking can not tell you how beautiful I think you are"
Sent,"2025-10-02 04:29:26","what am I looking at"
Received,"2025-10-02 04:29:33","The foot"
Received,"2025-10-02 04:29:49","Wow lol that one of all things"
Sent,"2025-10-02 04:30:24","that’s the picture that matches my mental image of you the closest"
Received,"2025-10-02 04:30:27","That was last night when I was mad @ you"
Received,"2025-10-02 04:30:36","Emphasized “that’s the picture that matches my mental image of…”"
Sent,"2025-10-02 04:30:38","Omg I was so fucking embarrassed today when I finally understood"
Sent,"2025-10-02 04:30:43","Your Waldo story"
Sent,"2025-10-02 04:30:46","I didn’t get it at all"
Received,"2025-10-02 04:30:48",Bahahahaha
Sent,"2025-10-02 04:30:59","Uuuuuuuugh lmao"
Received,"2025-10-02 04:31:59","I thought you did it on purpose too in retrospect "
Received,"2025-10-02 04:32:03","Bc you were missing"
Received,"2025-10-02 04:32:04",So
Received,"2025-10-02 04:32:09","It worked "
Received,"2025-10-02 04:32:34","I was this mf really playing his part. Wow. Full character"
Sent,"2025-10-02 04:32:54","Method actor"
Sent,"2025-10-02 04:33:04","I fucking wish I was as deliberate in life as you think I am"
Received,"2025-10-02 04:33:09","Next time just walk around in a sheet plz"
Received,"2025-10-02 04:33:20",Bahahaha
Received,"2025-10-02 04:33:36","👻 "
Sent,"2025-10-02 04:33:47","i don’t want a next time I just want us to be good and I’ll just let you make fun of me for my wacky Waldo outfit "
Sent,"2025-10-02 04:34:00","That’s fine with me I didn’t like that at al"
Received,"2025-10-02 04:34:06","Oh we’re wearing it in public first of all"
Sent,"2025-10-02 04:34:31","i also didn’t like having all this cheese bottlenecked up because you had prevented me from throwing cheese at you"
Sent,"2025-10-02 04:35:20","Do you know who the civil rights lawyer James Baldwin is"
Sent,"2025-10-02 04:35:44",https://substack.com/@thememoryhole/note/c-153531891
Received,"2025-10-02 04:36:30","￼"
Received,"2025-10-02 04:36:31","￼"
Sent,"2025-10-02 04:37:18","Lmao where the fuck did you find that so quickly"
Received,"2025-10-02 04:38:24","I want to watch with you. I don’t think I’m aware of this man "
Sent,"2025-10-02 04:38:51","Okay so are you….a little bit happy?"
Sent,"2025-10-02 04:38:57","Maybe just a little bit"
Received,"2025-10-02 04:40:29","￼"
Received,"2025-10-02 04:40:36","I fucked it up"
Received,"2025-10-02 04:40:38",Lmao
Received,"2025-10-02 04:40:53","Yes baby so happy wish you were in front of me "
Sent,"2025-10-02 04:41:10","I’m sorry did you ASK ME IF YOU WERE ALLOWED TO BE HAPPY"
Sent,"2025-10-02 04:41:19","Sorry this is still a funny joke to me"
Sent,"2025-10-02 04:41:25","I love you so much you really don’t understand"
Sent,"2025-10-02 04:42:13","i don’t ever stop thinking about you literally ever"
Received,"2025-10-02 04:42:22","My sweeeeeet baby love 💕 I don’t eitherrrrrrr"
Sent,"2025-10-02 04:42:34","And I don’t ever want to. "
Received,"2025-10-02 04:43:15","You’re making me want to drive there now. Ugh need an establishment STAT"
Received,"2025-10-02 04:44:09","Loved “And I don’t ever want to. ”"
Received,"2025-10-02 04:44:39","And we will make one 🫶🏼"
Sent,"2025-10-02 04:48:04","tell me something"
Sent,"2025-10-02 04:48:18","Don’t count - tell me off the top of your head"
Sent,"2025-10-02 04:48:50","Just approximately - how long ago was our first time talking"
Received,"2025-10-02 04:49:12","Aug 27"
Sent,"2025-10-02 04:49:23","I know but….it feels like a decade ago"
Received,"2025-10-02 04:49:34","It does"
Sent,"2025-10-02 04:49:53","actually it was the 25th"
Received,"2025-10-02 04:49:57","I was driving talking to myself about this yesterday"
Received,"2025-10-02 04:50:10","Charlie’s birthday? Smh 🤦🏻‍♀️ "
Received,"2025-10-02 04:50:35","Wtf so
It wasn’t 8/27"
Received,"2025-10-02 04:50:42","All this time"
Sent,"2025-10-02 04:50:57","It was my fault probably because I put a thing in the gdoc with a counter"
Sent,"2025-10-02 04:51:03","And did it on the 27th"
Sent,"2025-10-02 04:51:05","Oh,…."
Sent,"2025-10-02 04:51:07","My god"
Sent,"2025-10-02 04:51:12","What the FUCK is this wow"
Received,"2025-10-02 04:51:22","Show me"
Sent,"2025-10-02 04:51:32",https://www.youtube.com/watch?v=zEa4tE3P5qI
Sent,"2025-10-02 04:51:34","It’s portugese"
Sent,"2025-10-02 04:51:49","Holy fuck tho"
Received,"2025-10-02 04:53:37","Lol thank you for the live ADHD"
Received,"2025-10-02 04:55:11","But yea it’s dope forsure. I’ve had so many playlists of music and I call it beat fillers .. like this "
Sent,"2025-10-02 04:55:39","Hahahah okay kristin"
Sent,"2025-10-02 04:55:42","This is like"
Received,"2025-10-02 04:55:44","It’s all in the memory bank. My playlists all need created again for door dash"
Sent,"2025-10-02 04:55:47","What all music sounds like to me"
Sent,"2025-10-02 04:55:50","There are words"
Sent,"2025-10-02 04:55:55","And I don’t understand them"
Received,"2025-10-02 04:55:57","Lol I know. I’ve learned"
Sent,"2025-10-02 04:56:09","i am"
Sent,"2025-10-02 04:56:13",stoned
Sent,"2025-10-02 04:56:21","From your roach"
Received,"2025-10-02 04:56:30",Wow
Received,"2025-10-02 04:56:34","Must be nice"
Received,"2025-10-02 04:56:42","I smoked a blunt when I pulled in my driveway"
Received,"2025-10-02 04:56:53",https://youtu.be/1ReDyMU1gXs
Sent,"2025-10-02 04:57:11","Hey by the way I get to start just buying you weed for fun now"
Received,"2025-10-02 04:57:12","I love this beat. We can only understand the word “bitch”"
Sent,"2025-10-02 04:57:16","I don’t have to feel weird about it"
Sent,"2025-10-02 04:57:24","That’s exciting to me I want to give you all the things"
Sent,"2025-10-02 04:57:30",Listening
Received,"2025-10-02 04:57:34","Hold that thought. Thank you"
Sent,"2025-10-02 04:59:03","we’re going to remake this beat"
Sent,"2025-10-02 04:59:26","It will be easy and it will make it make more sense"
Received,"2025-10-02 04:59:27","It has those chimes that bite down and living better now have"
Received,"2025-10-02 04:59:33","First off"
Received,"2025-10-02 04:59:51","It doesn’t need to make sense wtf do you mean? 😂"
Received,"2025-10-02 04:59:55","Oh not lyrically "
Sent,"2025-10-02 04:59:59","are you on pcp"
Sent,"2025-10-02 05:00:12","No I mean we’re going to remake the beat from scratch "
Sent,"2025-10-02 05:00:32","and then I’m going to make you spit on it"
Received,"2025-10-02 05:00:39",Lmao
Sent,"2025-10-02 05:00:42","It = my dick"
Received,"2025-10-02 05:00:42","No pun intended"
Sent,"2025-10-02 05:00:45","But you can rap the song"
Received,"2025-10-02 05:00:48",WhoooAaAaaAAA
Sent,"2025-10-02 05:01:29","Excuse me I am assertive I do not ask for permission to do anything. Consent is for gays "
Sent,"2025-10-02 05:01:44","i’m applying this to my entire life"
Sent,"2025-10-02 05:02:05","Omg you fucked me all up"
Sent,"2025-10-02 05:02:07","My note"
Sent,"2025-10-02 05:02:15","Is going to go unfinished…not acceptable"
Received,"2025-10-02 05:03:00","Okay first of all this was how I was going to learn Arabic - the beat is chill. Bass drop mid. Needs tweaked forsure. Just jumped in my head bc it was foreign and….."
Received,"2025-10-02 05:03:37","Don’t mention your dick bc now I can’t think"
Sent,"2025-10-02 05:04:48","I like it though"
Received,"2025-10-02 05:04:53","The drop off mid sentence on the back of my crumbled up pic was funny"
Sent,"2025-10-02 05:04:56","I fixed your screen camera I think"
Received,"2025-10-02 05:05:46","￼"
Received,"2025-10-02 05:05:54","😂😂😂😂"
Received,"2025-10-02 05:06:07",9/23
Sent,"2025-10-02 05:06:10","I forgot what I wrote entirely and after you left I had a fucking knot in my stomach thinking like oh GOD what did I say that is going to ruin my entire life"
Sent,"2025-10-02 05:06:22","That’s still the live view???"
Received,"2025-10-02 05:06:38","It’s BEEN THAT WAY SINCE THAT DATE AND TIME"
Received,"2025-10-02 05:07:04","I don’t even know what it says I was going to bother you about it tomorrow"
Sent,"2025-10-02 05:07:14","I know but I moved it today and thought it might be better"
Received,"2025-10-02 05:07:19",Nope
Sent,"2025-10-02 05:07:21","Okay kristin there’s several things"
Sent,"2025-10-02 05:07:33","Like we are going to set these up on an account just for you. "
Sent,"2025-10-02 05:07:39","And other stuff to take care of "
Sent,"2025-10-02 05:07:46","Not at this moment but tomorrow or whatever"
Sent,"2025-10-02 05:07:51","I have a list :)"
Received,"2025-10-02 05:08:33","You have a list?"
Received,"2025-10-02 05:08:46","I love you"
Sent,"2025-10-02 05:10:44","i love you and I have no idea why you make me like this but i am going to love you with the force of 10,000 suns or something"
Received,"2025-10-02 05:11:30","Wow idek what that means but it sounds astronomical and I like it"
Sent,"2025-10-02 05:12:14","Just take me with you when you  send yourself into the black hole okay"
Received,"2025-10-02 05:13:37","🕳️        🏃🏻‍♀️💨 "
Received,"2025-10-02 05:14:08","Oh sorry"
Received,"2025-10-02 05:14:32","🕳️       🏃🏻‍♀️🧑🏻‍🦼💨 "
Received,"2025-10-02 05:16:14","           🧑🏻‍🦯           👩🏻‍🦯‍➡️
         🕳️"
Received,"2025-10-02 05:18:08","*me wasting food on a daily basis when there’s people starving in Gaza*"
Received,"2025-10-02 05:18:12","👩🏻‍🦯"
Sent,"2025-10-02 05:18:53","You splitting the last pumpkin roll AFTER getting in trouble for smashing the entire box"
Received,"2025-10-02 05:18:59","🇺🇸 "
Received,"2025-10-02 05:19:05",Lmao
Received,"2025-10-02 05:19:08","I have heart"
Received,"2025-10-02 05:19:14","Let’s see if it’s still there"
Sent,"2025-10-02 05:20:04","Omg don’t you fucking dare"
Received,"2025-10-02 05:20:12","I swear someone ate a sliver of the already cut piece"
Sent,"2025-10-02 05:20:13","youre going to be crucified "
Received,"2025-10-02 05:20:47","￼"
Received,"2025-10-02 05:20:47","Should I …. Eat it?"
Received,"2025-10-02 05:21:24","￼"
Received,"2025-10-02 05:21:24","Wtf is this?"
Received,"2025-10-02 05:22:17","￼"
Received,"2025-10-02 05:22:35","￼"
Received,"2025-10-02 05:22:35","Wtf is this"
Sent,"2025-10-02 05:22:50","I really want to meet your animals"
Sent,"2025-10-02 05:23:01","You need to see that they accept me "
Received,"2025-10-02 05:23:05","That ain’t mine"
Sent,"2025-10-02 05:23:07","Like milo accepted you"
Received,"2025-10-02 05:23:09","Idk what that is"
Sent,"2025-10-02 05:25:07","Okay but "
Received,"2025-10-02 05:25:09",Lol
Sent,"2025-10-02 05:25:12","That picture"
Sent,"2025-10-02 05:25:20","Is not right now is it? It’s PITCH BLACK here"
Received,"2025-10-02 05:25:27",Yes
Sent,"2025-10-02 05:25:28","Am I dying?"
Sent,"2025-10-02 05:25:33","Am I on drugs "
Sent,"2025-10-02 05:25:35","Did you kill me"
Received,"2025-10-02 05:25:39",Yes
Sent,"2025-10-02 05:25:51","thank you baby"
Sent,"2025-10-02 05:25:55",you
Received,"2025-10-02 05:25:56","My Dad just did that to the wall 2 days ago"
Received,"2025-10-02 05:26:01","He’s taking it out"
Received,"2025-10-02 05:26:08","Loved “thank you baby”"
Received,"2025-10-02 05:26:19","It’s a bright light idk"
Sent,"2025-10-02 05:26:19","To make it wider?"
Received,"2025-10-02 05:26:24","Idfk or care"
Received,"2025-10-02 05:26:28","Not my business"
Sent,"2025-10-02 05:26:28","OH wow I am"
Sent,"2025-10-02 05:26:31","A stupid asshole lmao"
Received,"2025-10-02 05:26:34","I’m not holding the flashlight"
Sent,"2025-10-02 05:27:05","It looks like sunlight - I did not even for one second consider that we now have….lightbulbs and stuff"
Received,"2025-10-02 05:27:07","He was so mad I left for the whole day when he did that shit"
Received,"2025-10-02 05:27:14","Awww honey yes"
Sent,"2025-10-02 05:27:29","We can’t both have the good brain"
Sent,"2025-10-02 05:28:16","I just realized my music is like increidbly loud"
Sent,"2025-10-02 05:28:28","Like the neighbors can certainly hear it"
Received,"2025-10-02 05:28:32","￼"
Sent,"2025-10-02 05:28:43","Oh Thank God"
Sent,"2025-10-02 05:28:52","I was hoping it wasn’t my least favorite fucking gif ever"
Received,"2025-10-02 05:29:14","💃🏻"
Received,"2025-10-02 05:29:31","👩🏻‍❤️‍👨🏻"
Received,"2025-10-02 05:29:44","👩🏻‍❤️‍💋‍👨🏻"
Received,"2025-10-02 05:29:53","Loved “I was hoping it wasn’t my least favorite fucking g…”"
Sent,"2025-10-02 05:30:41","Oh I forgot to tell you"
Received,"2025-10-02 05:30:41","￼"
Received,"2025-10-02 05:30:49","I only have 2 worthy of saving"
Received,"2025-10-02 05:31:03","￼"
Received,"2025-10-02 05:31:44","￼"
Sent,"2025-10-02 05:31:55","i am hopelessly and helplessly in love with you….

Well I was until I saw you have 900 videos saved to your phone’s hard drive instead of using google photos like you’re rizzing all over the place"
Received,"2025-10-02 05:32:15","￼"
Received,"2025-10-02 05:32:16",Lmao
Received,"2025-10-02 05:32:22","Idk what that means"
Received,"2025-10-02 05:32:25",But
Received,"2025-10-02 05:32:52","I feel iCloud and google photos idk I don’t want my shit there. I want it here with me"
Received,"2025-10-02 05:32:58","But Ahmed must know "
Sent,"2025-10-02 05:33:06","￼"
Received,"2025-10-02 05:33:07","Or something unless you talked to him"
Received,"2025-10-02 05:33:14",Gross
Received,"2025-10-02 05:33:20","Bout to puke"
Received,"2025-10-02 05:33:31","Disliked an image"
Sent,"2025-10-02 05:34:09",Actually
Received,"2025-10-02 05:34:14",No
Sent,"2025-10-02 05:34:14","Something needs to be done"
Sent,"2025-10-02 05:34:19",?
Sent,"2025-10-02 05:34:29","I’m agreeing with you?"
Received,"2025-10-02 05:34:29","With this? I agree"
Sent,"2025-10-02 05:34:41","Yes that’s what I am saying"
Received,"2025-10-02 05:34:47",Gross
Received,"2025-10-02 05:35:35","I’m about to vomit "
Received,"2025-10-02 05:35:50","￼"
Sent,"2025-10-02 05:35:53","come here before you do "
Sent,"2025-10-02 05:35:57","I’ll save it"
Received,"2025-10-02 05:35:58",No
Sent,"2025-10-02 05:36:01","Plastic bag"
Received,"2025-10-02 05:36:05","You don’t deserve it"
Sent,"2025-10-02 05:36:31","🫤"
Sent,"2025-10-02 05:36:36","I want it"
Received,"2025-10-02 05:36:57","This is why I don’t FWY"
Received,"2025-10-02 05:37:24","Get out"
Received,"2025-10-02 05:37:27","I’m leaving"
Received,"2025-10-02 05:37:34","Close the door behind you"
Received,"2025-10-02 05:37:44","Go in the other room and cut yourself"
Sent,"2025-10-02 05:37:45","what would be the preferred girlfriend course of action on this"
Sent,"2025-10-02 05:37:48",hahahahha
Sent,"2025-10-02 05:37:49",Yesssss
Sent,"2025-10-02 05:37:56","I mean I don’t think that’s going to solve that problem"
Sent,"2025-10-02 05:38:03","But I love the spirit "
Sent,"2025-10-02 05:38:15","We’ll throw the cutting on top of whatever the solution is"
Sent,"2025-10-02 05:38:20","Just as a bonus "
Received,"2025-10-02 05:38:37","I can think of worse torture but"
Received,"2025-10-02 05:38:44",Anyways
Received,"2025-10-02 05:39:27","￼"
Sent,"2025-10-02 05:41:20","we fix any/everything I promise. 

I would sooner wipe out every picture I’ve ver taken than see you upset"
Sent,"2025-10-02 05:41:35","i just don’t want to lose my pictures of milo and my dead kitty lmao"
Sent,"2025-10-02 05:42:37","But to be honest the only thing that matters to me is you and that’s not an exaggeration"
Sent,"2025-10-02 05:42:55","I love you even though you fucked up my writing time. Now I’m gonna have to double time because I promised "
Received,"2025-10-02 05:43:00","￼"
Sent,"2025-10-02 05:43:09","I wish"
Sent,"2025-10-02 05:43:28","Maybe soon, we’ll see. 

Stop making me so happy and we can speed it up"
Sent,"2025-10-02 05:43:36","😎"
Received,"2025-10-02 05:43:41",Shutup
Received,"2025-10-02 05:43:53","You pissed me off"
Received,"2025-10-02 05:43:59","Mark that on the calendar "
Sent,"2025-10-02 05:44:48","otay hold plz"
Received,"2025-10-02 05:44:56",No
Received,"2025-10-02 05:45:16","You do what you do and you do it on your own"
Received,"2025-10-02 05:45:35","You would have just left it there and I know that "
Received,"2025-10-02 05:46:07","Ew dude"
Received,"2025-10-02 05:46:28","You just wanted to make me mad"
Received,"2025-10-02 05:47:05","You “love memories” and “save everything” you weren’t joking "
Received,"2025-10-02 05:47:14","I’m grossed out"
Received,"2025-10-02 05:47:44","I literally do NOT want you to touch the shit"
Received,"2025-10-02 05:47:48","Leave it"
Received,"2025-10-02 05:48:07","Do whatever you want with it"
Received,"2025-10-02 05:48:23","It doesn’t change fact of matter"
Sent,"2025-10-02 05:49:47",???
Sent,"2025-10-02 05:50:17","You had 900 videos on your phone so I was trying to show you that you can just store a bunch in the cloud"
Sent,"2025-10-02 05:52:14","I’m not touching anything. I don’t care about anything or anyone other than you. 

seriously it’s not worth being upset about - I can throw away literally everything that existed before I knew you and it wouldn’t make any difference to me"
Sent,"2025-10-02 05:52:58","i guess I should go lay down before I find some way to make you more mad and somehow fuck things up"
Sent,"2025-10-02 05:53:04","I love you"
Sent,"2025-10-02 05:54:01","Please come down today. We’re so much better off doing this stuff in person and I really really really want to spend some time with you"
Sent,"2025-10-02 05:54:17","Today tonight whatever doesn’t matter"
Received,"2025-10-02 05:55:47","900 videos in my phone compared to the 100K + in your dumbass storage? I don’t need that corny shit. Why? For what? I don’t store shit"
Received,"2025-10-02 05:57:21","You’re going to make your own decisions on what to do with the stupid shit. Which I already knew from prior conversations … and you still have the shit and you wonder why I didn’t take you all the way serious. I don’t care what you feel you need to keep. Keep it"
Received,"2025-10-02 05:58:34","That’s why I told you get all the bitches out of your fucking room today like"
Received,"2025-10-02 05:59:21","Jesus Christ .. what if I had all this shit on my fucking walls? Or 100K photos/videos whatever"
Received,"2025-10-02 05:59:31","You would not appreciate"
Received,"2025-10-02 05:59:41","In fact"
Received,"2025-10-02 05:59:56","I’m about to put a bunch of random dude pics on my walls for the next month"
Sent,"2025-10-02 06:00:03",????
Received,"2025-10-02 06:00:06","Hope you enjoy"
Sent,"2025-10-02 06:00:08","You have 900 videos on your p"
Received,"2025-10-02 06:00:17","850 are my animals"
Received,"2025-10-02 06:00:21","But yea"
Sent,"2025-10-02 06:00:32","kristin come on this is so stupid"
Sent,"2025-10-02 06:00:35","I’ll wipe the account"
Received,"2025-10-02 06:00:38","Oh no"
Sent,"2025-10-02 06:00:39",honestly
Received,"2025-10-02 06:00:50","I can’t wait for you to see it"
Received,"2025-10-02 06:00:59","🙂"
Sent,"2025-10-02 06:01:09","Yeah okay so if that’s how this plays"
Sent,"2025-10-02 06:01:14","Maybe we should cut it short "
Received,"2025-10-02 06:01:15","You’ll love it sooooo much"
Sent,"2025-10-02 06:01:20","Because I’m never going to get revenge on you"
Received,"2025-10-02 06:01:24","Ohhhh now you’re mad? Lmao Shutup"
Sent,"2025-10-02 06:01:30","I’m not mad"
Received,"2025-10-02 06:02:00","Then .. let me match that"
Received,"2025-10-02 06:02:06","🤷🏻‍♀️ "
Received,"2025-10-02 06:02:13","I see no issue"
Sent,"2025-10-02 06:02:15","but I know that like…I care about you…and I wouldn’t get any pleasure from bringing you hurt"
Sent,"2025-10-02 06:02:19","Okay I’ll talk to you later"
Sent,"2025-10-02 06:02:21","After yesterday"
Sent,"2025-10-02 06:02:32","If you think this is like the right way to handle me having a lot of fucking pictures"
Sent,"2025-10-02 06:02:36"," OF MY ANIMALS and shit too"
Sent,"2025-10-02 06:02:41","i don’t get it"
Received,"2025-10-02 06:02:45",Chill
Received,"2025-10-02 06:02:47",Lol
Sent,"2025-10-02 06:02:55","I do not get why there needs to be problem where there truly are none"
Sent,"2025-10-02 06:03:03","Like I don’t care about any of this shit"
Sent,"2025-10-02 06:03:08","You know I care about and love you"
Received,"2025-10-02 06:05:03","I understand that. I let the pics slide all the way until today. But if only I was retarded enough to know you had a whole hard drive and who knows what else. I already knew. I’m just SAYING Daniel that … I should/could put up random pics of my x’s on my fucking walls at minimum to match the slightest bit of that energy"
Received,"2025-10-02 06:05:06","Couldn’t I?"
Received,"2025-10-02 06:05:36","Yes. I could. But .. I’m not going to do that to you"
Received,"2025-10-02 06:06:08","I should have done it a month ago though"
Received,"2025-10-02 06:07:08","I don’t even have a picture of Danny in sight. The dead guy. Like … lol"
Received,"2025-10-02 06:13:25","If anything that’s kind of disrespectful a little truly to not honor the literal dead even. But anyways - I’m me and you’re you - I’m sorry that you showed me your plethora of videos/pics that I already knew existed (not to that degree though) but that you never deleted or wanted to delete. And again, that’s a YOU thing. Be you. I’m not here to change you - but this would have surfaced eventually. I’m glad to know I can sleep soundly with this MASS number though lol "
Received,"2025-10-02 06:18:22","Yesssss guys I have a new bf. What’s his name? Dan oh cooool yeahhhh he has like 80K videos of his x’s though in his google account. I love it so much 🙂🫶🏼 said fucking nobody EVER …."
Sent,"2025-10-02 06:21:19","I understand and I’m not trying to say you’re wrong to feel grossed out - but i don’t want you to think that there’s anything I care about (physical, digital or otherwise) that I care about over you and making sure you feel okay and happy and safe"
Sent,"2025-10-02 06:22:30","i love you and you’re all I care or think about and literally nothing else matters"
Sent,"2025-10-02 06:22:43","Well, except for beauty, luna, Sophie and milo but that’s it"
Sent,"2025-10-02 06:54:51","I love you so much sweetheart and I’m sorry if I made you mad. "
Sent,"2025-10-02 06:57:35","can we please be okay?  "
Sent,"2025-10-02 06:58:41","i'm going to do some more writing and then sleep for a few hours"
Sent,"2025-10-02 07:00:36","i love you girlfriend"
Sent,"2025-10-02 07:22:37","￼"
Sent,"2025-10-02 08:09:50","😟 "
Received,"2025-10-02 08:11:20","Loved a movie"
Sent,"2025-10-02 08:33:37","I love you girlfriend "
Sent,"2025-10-02 08:33:43","Please wake me up in a little. Bit"
Received,"2025-10-02 09:45:03","I love you boyfriend. Get some rest. I fell back asleep .. I’m going to get up"
Sent,"2025-10-02 10:03:27","i was too busy getting you almonds to sleep"
Sent,"2025-10-02 10:04:55","They only had the little bag but you always get me snacks and you're girlfriend now so i had to get you something "
Sent,"2025-10-02 10:05:41","i love you so much loser i can't stop thinking about your stupid beautiful perfect face"
Received,"2025-10-02 10:18:15","Shutup 😂"
Received,"2025-10-02 10:18:34","I love you. Are you not tired? "
Sent,"2025-10-02 10:24:55","nah not really"
Sent,"2025-10-02 10:25:01","I love YOU"
Received,"2025-10-02 10:25:16","￼"
Received,"2025-10-02 10:25:21","This is real aesthetic "
Received,"2025-10-02 10:25:32","This is real art"
Sent,"2025-10-02 10:25:35","that is aura"
Sent,"2025-10-02 10:25:39","Brat as fuck"
Received,"2025-10-02 10:25:46","Idk wtf that means"
Sent,"2025-10-02 10:27:33","me either"
Received,"2025-10-02 10:27:43","Thank you"
Received,"2025-10-02 10:27:51","Check yourself before you wreck yourself"
Sent,"2025-10-02 10:27:54","but if any 15 year olds hear me they’re gonna think im cool as fuck"
Received,"2025-10-02 10:28:01","No.. they will not"
Received,"2025-10-02 10:28:10","Unless it’s a slang term"
Sent,"2025-10-02 10:28:13","oh fuck you’re right"
Received,"2025-10-02 10:28:16","What is it? "
Sent,"2025-10-02 10:28:32","well you know what aura is "
Received,"2025-10-02 10:28:37",Mmhm
Sent,"2025-10-02 10:28:47","and now you know what brat is "
Received,"2025-10-02 10:28:51","I don’t"
Received,"2025-10-02 10:29:01","The … music?"
Sent,"2025-10-02 10:29:51",https://www.youtube.com/watch?v=y4BKfR5t1l8
Sent,"2025-10-02 10:30:46","Lmao it is from the album but they just use it as “cool”"
Sent,"2025-10-02 10:30:52","I think"
Sent,"2025-10-02 10:31:01","I don’t really know but don’t tell anyone"
